ActivityHour,ActivityDay,Id,TotalIntensity,AverageIntensity
16:00,2016-05-01,1503960366,23,0.383333
17:00,2016-05-01,1503960366,33,0.55
18:00,2016-05-01,1503960366,70,1.166667
19:00,2016-05-01,1503960366,14,0.233333
20:00,2016-05-01,1503960366,6,0.1
21:00,2016-05-01,1503960366,25,0.416667
22:00,2016-05-01,1503960366,50,0.833333
23:00,2016-05-01,1503960366,76,1.266667
00:00,2016-05-02,1503960366,0,0.0
01:00,2016-05-02,1503960366,7,0.116667
02:00,2016-05-02,1503960366,0,0.0
03:00,2016-05-02,1503960366,1,0.016667
04:00,2016-05-02,1503960366,0,0.0
05:00,2016-05-02,1503960366,0,0.0
06:00,2016-05-02,1503960366,0,0.0
07:00,2016-05-02,1503960366,3,0.05
08:00,2016-05-02,1503960366,12,0.2
09:00,2016-05-02,1503960366,30,0.5
10:00,2016-05-02,1503960366,19,0.316667
11:00,2016-05-02,1503960366,16,0.266667
12:00,2016-05-02,1503960366,64,1.066667
13:00,2016-05-02,1503960366,21,0.35
14:00,2016-05-02,1503960366,13,0.216667
15:00,2016-05-02,1503960366,11,0.183333
16:00,2016-05-02,1503960366,24,0.4
17:00,2016-05-02,1503960366,12,0.2
18:00,2016-05-02,1503960366,9,0.15
19:00,2016-05-02,1503960366,13,0.216667
20:00,2016-05-02,1503960366,105,1.75
21:00,2016-05-02,1503960366,25,0.416667
22:00,2016-05-02,1503960366,28,0.466667
23:00,2016-05-02,1503960366,17,0.283333
00:00,2016-05-03,1503960366,3,0.05
01:00,2016-05-03,1503960366,6,0.1
02:00,2016-05-03,1503960366,1,0.016667
03:00,2016-05-03,1503960366,5,0.083333
04:00,2016-05-03,1503960366,0,0.0
05:00,2016-05-03,1503960366,0,0.0
06:00,2016-05-03,1503960366,2,0.033333
07:00,2016-05-03,1503960366,3,0.05
08:00,2016-05-03,1503960366,11,0.183333
09:00,2016-05-03,1503960366,24,0.4
10:00,2016-05-03,1503960366,25,0.416667
11:00,2016-05-03,1503960366,12,0.2
12:00,2016-05-03,1503960366,17,0.283333
13:00,2016-05-03,1503960366,23,0.383333
14:00,2016-05-03,1503960366,26,0.433333
15:00,2016-05-03,1503960366,46,0.766667
16:00,2016-05-03,1503960366,33,0.55
17:00,2016-05-03,1503960366,18,0.3
18:00,2016-05-03,1503960366,86,1.433333
19:00,2016-05-03,1503960366,5,0.083333
20:00,2016-05-03,1503960366,1,0.016667
21:00,2016-05-03,1503960366,37,0.616667
22:00,2016-05-03,1503960366,58,0.966667
23:00,2016-05-03,1503960366,10,0.166667
00:00,2016-05-04,1503960366,17,0.283333
01:00,2016-05-04,1503960366,2,0.033333
02:00,2016-05-04,1503960366,0,0.0
03:00,2016-05-04,1503960366,0,0.0
04:00,2016-05-04,1503960366,0,0.0
05:00,2016-05-04,1503960366,0,0.0
06:00,2016-05-04,1503960366,0,0.0
07:00,2016-05-04,1503960366,0,0.0
08:00,2016-05-04,1503960366,4,0.066667
09:00,2016-05-04,1503960366,22,0.366667
10:00,2016-05-04,1503960366,26,0.433333
11:00,2016-05-04,1503960366,7,0.116667
12:00,2016-05-04,1503960366,12,0.2
13:00,2016-05-04,1503960366,16,0.266667
14:00,2016-05-04,1503960366,67,1.116667
15:00,2016-05-04,1503960366,7,0.116667
16:00,2016-05-04,1503960366,6,0.1
17:00,2016-05-04,1503960366,11,0.183333
18:00,2016-05-04,1503960366,62,1.033333
19:00,2016-05-04,1503960366,19,0.316667
20:00,2016-05-04,1503960366,30,0.5
21:00,2016-05-04,1503960366,39,0.65
22:00,2016-05-04,1503960366,8,0.133333
23:00,2016-05-04,1503960366,0,0.0
00:00,2016-05-05,1503960366,6,0.1
01:00,2016-05-05,1503960366,6,0.1
02:00,2016-05-05,1503960366,2,0.033333
03:00,2016-05-05,1503960366,0,0.0
04:00,2016-05-05,1503960366,4,0.066667
05:00,2016-05-05,1503960366,0,0.0
06:00,2016-05-05,1503960366,1,0.016667
07:00,2016-05-05,1503960366,3,0.05
08:00,2016-05-05,1503960366,10,0.166667
09:00,2016-05-05,1503960366,26,0.433333
10:00,2016-05-05,1503960366,15,0.25
11:00,2016-05-05,1503960366,4,0.066667
12:00,2016-05-05,1503960366,13,0.216667
13:00,2016-05-05,1503960366,21,0.35
14:00,2016-05-05,1503960366,12,0.2
15:00,2016-05-05,1503960366,14,0.233333
16:00,2016-05-05,1503960366,21,0.35
17:00,2016-05-05,1503960366,70,1.166667
18:00,2016-05-05,1503960366,30,0.5
19:00,2016-05-05,1503960366,20,0.333333
20:00,2016-05-05,1503960366,19,0.316667
21:00,2016-05-05,1503960366,113,1.883333
22:00,2016-05-05,1503960366,17,0.283333
23:00,2016-05-05,1503960366,6,0.1
00:00,2016-05-06,1503960366,12,0.2
01:00,2016-05-06,1503960366,1,0.016667
02:00,2016-05-06,1503960366,7,0.116667
03:00,2016-05-06,1503960366,0,0.0
04:00,2016-05-06,1503960366,1,0.016667
05:00,2016-05-06,1503960366,0,0.0
06:00,2016-05-06,1503960366,0,0.0
07:00,2016-05-06,1503960366,3,0.05
08:00,2016-05-06,1503960366,9,0.15
09:00,2016-05-06,1503960366,29,0.483333
10:00,2016-05-06,1503960366,20,0.333333
11:00,2016-05-06,1503960366,6,0.1
12:00,2016-05-06,1503960366,13,0.216667
13:00,2016-05-06,1503960366,10,0.166667
14:00,2016-05-06,1503960366,15,0.25
15:00,2016-05-06,1503960366,27,0.45
16:00,2016-05-06,1503960366,17,0.283333
17:00,2016-05-06,1503960366,13,0.216667
18:00,2016-05-06,1503960366,28,0.466667
19:00,2016-05-06,1503960366,55,0.916667
20:00,2016-05-06,1503960366,16,0.266667
21:00,2016-05-06,1503960366,20,0.333333
22:00,2016-05-06,1503960366,19,0.316667
23:00,2016-05-06,1503960366,52,0.866667
00:00,2016-05-07,1503960366,9,0.15
01:00,2016-05-07,1503960366,0,0.0
02:00,2016-05-07,1503960366,2,0.033333
03:00,2016-05-07,1503960366,0,0.0
04:00,2016-05-07,1503960366,0,0.0
05:00,2016-05-07,1503960366,0,0.0
06:00,2016-05-07,1503960366,0,0.0
07:00,2016-05-07,1503960366,0,0.0
08:00,2016-05-07,1503960366,9,0.15
09:00,2016-05-07,1503960366,7,0.116667
10:00,2016-05-07,1503960366,46,0.766667
11:00,2016-05-07,1503960366,59,0.983333
12:00,2016-05-07,1503960366,6,0.1
13:00,2016-05-07,1503960366,2,0.033333
14:00,2016-05-07,1503960366,9,0.15
15:00,2016-05-07,1503960366,4,0.066667
16:00,2016-05-07,1503960366,10,0.166667
17:00,2016-05-07,1503960366,6,0.1
