ActivityHour,ActivityDay,Id,Calories
12:00,2016-04-17,1503960366,76
13:00,2016-04-17,1503960366,83
14:00,2016-04-17,1503960366,69
15:00,2016-04-17,1503960366,73
16:00,2016-04-17,1503960366,57
17:00,2016-04-17,1503960366,174
18:00,2016-04-17,1503960366,136
19:00,2016-04-17,1503960366,95
20:00,2016-04-17,1503960366,191
21:00,2016-04-17,1503960366,79
22:00,2016-04-17,1503960366,58
23:00,2016-04-17,1503960366,50
00:00,2016-04-18,1503960366,82
01:00,2016-04-18,1503960366,48
02:00,2016-04-18,1503960366,47
03:00,2016-04-18,1503960366,47
04:00,2016-04-18,1503960366,47
05:00,2016-04-18,1503960366,47
06:00,2016-04-18,1503960366,47
07:00,2016-04-18,1503960366,47
08:00,2016-04-18,1503960366,47
09:00,2016-04-18,1503960366,133
10:00,2016-04-18,1503960366,81
11:00,2016-04-18,1503960366,73
12:00,2016-04-18,1503960366,118
13:00,2016-04-18,1503960366,70
14:00,2016-04-18,1503960366,64
15:00,2016-04-18,1503960366,80
16:00,2016-04-18,1503960366,78
17:00,2016-04-18,1503960366,79
18:00,2016-04-18,1503960366,234
19:00,2016-04-18,1503960366,157
20:00,2016-04-18,1503960366,57
21:00,2016-04-18,1503960366,68
22:00,2016-04-18,1503960366,86
23:00,2016-04-18,1503960366,83
00:00,2016-04-19,1503960366,47
01:00,2016-04-19,1503960366,49
02:00,2016-04-19,1503960366,47
03:00,2016-04-19,1503960366,50
04:00,2016-04-19,1503960366,47
05:00,2016-04-19,1503960366,47
06:00,2016-04-19,1503960366,49
07:00,2016-04-19,1503960366,75
08:00,2016-04-19,1503960366,130
09:00,2016-04-19,1503960366,79
10:00,2016-04-19,1503960366,75
11:00,2016-04-19,1503960366,72
12:00,2016-04-19,1503960366,143
13:00,2016-04-19,1503960366,171
14:00,2016-04-19,1503960366,76
15:00,2016-04-19,1503960366,72
16:00,2016-04-19,1503960366,71
17:00,2016-04-19,1503960366,90
18:00,2016-04-19,1503960366,120
19:00,2016-04-19,1503960366,93
20:00,2016-04-19,1503960366,159
21:00,2016-04-19,1503960366,94
22:00,2016-04-19,1503960366,58
23:00,2016-04-19,1503960366,120
00:00,2016-04-20,1503960366,54
01:00,2016-04-20,1503960366,53
02:00,2016-04-20,1503960366,47
03:00,2016-04-20,1503960366,48
04:00,2016-04-20,1503960366,48
05:00,2016-04-20,1503960366,47
06:00,2016-04-20,1503960366,48
07:00,2016-04-20,1503960366,51
08:00,2016-04-20,1503960366,70
09:00,2016-04-20,1503960366,144
10:00,2016-04-20,1503960366,79
11:00,2016-04-20,1503960366,58
12:00,2016-04-20,1503960366,64
13:00,2016-04-20,1503960366,61
14:00,2016-04-20,1503960366,113
15:00,2016-04-20,1503960366,97
16:00,2016-04-20,1503960366,70
17:00,2016-04-20,1503960366,57
18:00,2016-04-20,1503960366,114
19:00,2016-04-20,1503960366,117
20:00,2016-04-20,1503960366,80
21:00,2016-04-20,1503960366,83
22:00,2016-04-20,1503960366,62
23:00,2016-04-20,1503960366,120
00:00,2016-04-21,1503960366,54
01:00,2016-04-21,1503960366,61
02:00,2016-04-21,1503960366,55
03:00,2016-04-21,1503960366,48
04:00,2016-04-21,1503960366,47
05:00,2016-04-21,1503960366,47
06:00,2016-04-21,1503960366,48
07:00,2016-04-21,1503960366,52
08:00,2016-04-21,1503960366,71
09:00,2016-04-21,1503960366,133
10:00,2016-04-21,1503960366,77
11:00,2016-04-21,1503960366,55
12:00,2016-04-21,1503960366,73
13:00,2016-04-21,1503960366,113
14:00,2016-04-21,1503960366,58
15:00,2016-04-21,1503960366,68
16:00,2016-04-21,1503960366,60
17:00,2016-04-21,1503960366,60
18:00,2016-04-21,1503960366,69
19:00,2016-04-21,1503960366,64
20:00,2016-04-21,1503960366,213
21:00,2016-04-21,1503960366,104
22:00,2016-04-21,1503960366,63
23:00,2016-04-21,1503960366,84
00:00,2016-04-22,1503960366,47
01:00,2016-04-22,1503960366,47
02:00,2016-04-22,1503960366,47
03:00,2016-04-22,1503960366,47
04:00,2016-04-22,1503960366,47
05:00,2016-04-22,1503960366,47
06:00,2016-04-22,1503960366,47
07:00,2016-04-22,1503960366,47
08:00,2016-04-22,1503960366,47
09:00,2016-04-22,1503960366,65
10:00,2016-04-22,1503960366,54
11:00,2016-04-22,1503960366,102
12:00,2016-04-22,1503960366,57
13:00,2016-04-22,1503960366,60
14:00,2016-04-22,1503960366,54
15:00,2016-04-22,1503960366,66
16:00,2016-04-22,1503960366,58
17:00,2016-04-22,1503960366,104
18:00,2016-04-22,1503960366,87
19:00,2016-04-22,1503960366,82
20:00,2016-04-22,1503960366,71
21:00,2016-04-22,1503960366,311
22:00,2016-04-22,1503960366,95
23:00,2016-04-22,1503960366,136
00:00,2016-04-23,1503960366,63
01:00,2016-04-23,1503960366,47
02:00,2016-04-23,1503960366,49
03:00,2016-04-23,1503960366,47
04:00,2016-04-23,1503960366,47
05:00,2016-04-23,1503960366,48
06:00,2016-04-23,1503960366,50
07:00,2016-04-23,1503960366,48
08:00,2016-04-23,1503960366,59
09:00,2016-04-23,1503960366,75
10:00,2016-04-23,1503960366,56
11:00,2016-04-23,1503960366,84
12:00,2016-04-23,1503960366,129
13:00,2016-04-23,1503960366,129
14:00,2016-04-23,1503960366,78
15:00,2016-04-23,1503960366,73
16:00,2016-04-23,1503960366,140
17:00,2016-04-23,1503960366,121
18:00,2016-04-23,1503960366,173
19:00,2016-04-23,1503960366,51
20:00,2016-04-23,1503960366,63
21:00,2016-04-23,1503960366,162
22:00,2016-04-23,1503960366,96
23:00,2016-04-23,1503960366,60
00:00,2016-04-24,1503960366,66
01:00,2016-04-24,1503960366,54
02:00,2016-04-24,1503960366,48
03:00,2016-04-24,1503960366,48
04:00,2016-04-24,1503960366,49
05:00,2016-04-24,1503960366,48
06:00,2016-04-24,1503960366,49
07:00,2016-04-24,1503960366,47
08:00,2016-04-24,1503960366,49
09:00,2016-04-24,1503960366,59
10:00,2016-04-24,1503960366,90
11:00,2016-04-24,1503960366,67
12:00,2016-04-24,1503960366,82
13:00,2016-04-24,1503960366,74
14:00,2016-04-24,1503960366,52
15:00,2016-04-24,1503960366,52
16:00,2016-04-24,1503960366,102
17:00,2016-04-24,1503960366,86
18:00,2016-04-24,1503960366,115
19:00,2016-04-24,1503960366,270
20:00,2016-04-24,1503960366,76
21:00,2016-04-24,1503960366,74
22:00,2016-04-24,1503960366,61
23:00,2016-04-24,1503960366,72
00:00,2016-04-25,1503960366,62
01:00,2016-04-25,1503960366,53
02:00,2016-04-25,1503960366,57
03:00,2016-04-25,1503960366,47
04:00,2016-04-25,1503960366,50
05:00,2016-04-25,1503960366,49
06:00,2016-04-25,1503960366,47
07:00,2016-04-25,1503960366,52
08:00,2016-04-25,1503960366,83
09:00,2016-04-25,1503960366,146
10:00,2016-04-25,1503960366,73
11:00,2016-04-25,1503960366,121
12:00,2016-04-25,1503960366,92
13:00,2016-04-25,1503960366,75
14:00,2016-04-25,1503960366,62
15:00,2016-04-25,1503960366,76
16:00,2016-04-25,1503960366,71
17:00,2016-04-25,1503960366,67
18:00,2016-04-25,1503960366,61
19:00,2016-04-25,1503960366,182
20:00,2016-04-25,1503960366,95
21:00,2016-04-25,1503960366,267
22:00,2016-04-25,1503960366,68
23:00,2016-04-25,1503960366,54
00:00,2016-04-26,1503960366,56
01:00,2016-04-26,1503960366,66
02:00,2016-04-26,1503960366,51
03:00,2016-04-26,1503960366,64
04:00,2016-04-26,1503960366,48
05:00,2016-04-26,1503960366,49
06:00,2016-04-26,1503960366,48
07:00,2016-04-26,1503960366,52
08:00,2016-04-26,1503960366,67
09:00,2016-04-26,1503960366,139
10:00,2016-04-26,1503960366,92
11:00,2016-04-26,1503960366,78
12:00,2016-04-26,1503960366,74
13:00,2016-04-26,1503960366,126
14:00,2016-04-26,1503960366,142
15:00,2016-04-26,1503960366,74
16:00,2016-04-26,1503960366,93
17:00,2016-04-26,1503960366,60
18:00,2016-04-26,1503960366,169
19:00,2016-04-26,1503960366,73
20:00,2016-04-26,1503960366,127
21:00,2016-04-26,1503960366,79
22:00,2016-04-26,1503960366,66
23:00,2016-04-26,1503960366,80
00:00,2016-04-27,1503960366,68
01:00,2016-04-27,1503960366,59
02:00,2016-04-27,1503960366,53
03:00,2016-04-27,1503960366,47
04:00,2016-04-27,1503960366,47
05:00,2016-04-27,1503960366,47
06:00,2016-04-27,1503960366,47
07:00,2016-04-27,1503960366,47
08:00,2016-04-27,1503960366,47
09:00,2016-04-27,1503960366,149
10:00,2016-04-27,1503960366,93
11:00,2016-04-27,1503960366,100
12:00,2016-04-27,1503960366,89
13:00,2016-04-27,1503960366,76
14:00,2016-04-27,1503960366,150
15:00,2016-04-27,1503960366,63
16:00,2016-04-27,1503960366,64
17:00,2016-04-27,1503960366,73
18:00,2016-04-27,1503960366,178
19:00,2016-04-27,1503960366,318
20:00,2016-04-27,1503960366,174
21:00,2016-04-27,1503960366,76
22:00,2016-04-27,1503960366,47
23:00,2016-04-27,1503960366,47
00:00,2016-04-28,1503960366,47
01:00,2016-04-28,1503960366,62
02:00,2016-04-28,1503960366,48
03:00,2016-04-28,1503960366,47
04:00,2016-04-28,1503960366,48
05:00,2016-04-28,1503960366,47
06:00,2016-04-28,1503960366,48
07:00,2016-04-28,1503960366,49
08:00,2016-04-28,1503960366,63
09:00,2016-04-28,1503960366,116
10:00,2016-04-28,1503960366,105
11:00,2016-04-28,1503960366,73
12:00,2016-04-28,1503960366,78
13:00,2016-04-28,1503960366,108
14:00,2016-04-28,1503960366,124
15:00,2016-04-28,1503960366,61
16:00,2016-04-28,1503960366,81
17:00,2016-04-28,1503960366,72
18:00,2016-04-28,1503960366,138
19:00,2016-04-28,1503960366,56
20:00,2016-04-28,1503960366,151
21:00,2016-04-28,1503960366,103
22:00,2016-04-28,1503960366,55
23:00,2016-04-28,1503960366,121
00:00,2016-04-29,1503960366,65
01:00,2016-04-29,1503960366,49
02:00,2016-04-29,1503960366,54
03:00,2016-04-29,1503960366,47
04:00,2016-04-29,1503960366,47
05:00,2016-04-29,1503960366,48
06:00,2016-04-29,1503960366,47
07:00,2016-04-29,1503960366,52
08:00,2016-04-29,1503960366,67
09:00,2016-04-29,1503960366,142
10:00,2016-04-29,1503960366,60
11:00,2016-04-29,1503960366,60
12:00,2016-04-29,1503960366,65
13:00,2016-04-29,1503960366,62
14:00,2016-04-29,1503960366,136
15:00,2016-04-29,1503960366,110
16:00,2016-04-29,1503960366,73
17:00,2016-04-29,1503960366,75
18:00,2016-04-29,1503960366,60
19:00,2016-04-29,1503960366,71
20:00,2016-04-29,1503960366,80
21:00,2016-04-29,1503960366,118
22:00,2016-04-29,1503960366,111
23:00,2016-04-29,1503960366,140
00:00,2016-04-30,1503960366,51
01:00,2016-04-30,1503960366,57
02:00,2016-04-30,1503960366,47
03:00,2016-04-30,1503960366,49
04:00,2016-04-30,1503960366,47
05:00,2016-04-30,1503960366,48
06:00,2016-04-30,1503960366,48
07:00,2016-04-30,1503960366,48
08:00,2016-04-30,1503960366,52
09:00,2016-04-30,1503960366,64
10:00,2016-04-30,1503960366,72
11:00,2016-04-30,1503960366,62
12:00,2016-04-30,1503960366,58
13:00,2016-04-30,1503960366,65
14:00,2016-04-30,1503960366,85
15:00,2016-04-30,1503960366,94
16:00,2016-04-30,1503960366,203
17:00,2016-04-30,1503960366,160
18:00,2016-04-30,1503960366,159
19:00,2016-04-30,1503960366,60
20:00,2016-04-30,1503960366,62
21:00,2016-04-30,1503960366,96
22:00,2016-04-30,1503960366,144
23:00,2016-04-30,1503960366,116
00:00,2016-05-01,1503960366,64
01:00,2016-05-01,1503960366,60
02:00,2016-05-01,1503960366,50
03:00,2016-05-01,1503960366,48
04:00,2016-05-01,1503960366,47
05:00,2016-05-01,1503960366,48
06:00,2016-05-01,1503960366,47
07:00,2016-05-01,1503960366,52
08:00,2016-05-01,1503960366,56
09:00,2016-05-01,1503960366,67
10:00,2016-05-01,1503960366,61
11:00,2016-05-01,1503960366,65
12:00,2016-05-01,1503960366,66
13:00,2016-05-01,1503960366,57
14:00,2016-05-01,1503960366,91
15:00,2016-05-01,1503960366,81
16:00,2016-05-01,1503960366,97
17:00,2016-05-01,1503960366,108
18:00,2016-05-01,1503960366,159
19:00,2016-05-01,1503960366,71
20:00,2016-05-01,1503960366,59
21:00,2016-05-01,1503960366,86
22:00,2016-05-01,1503960366,127
23:00,2016-05-01,1503960366,161
00:00,2016-05-02,1503960366,50
01:00,2016-05-02,1503960366,59
02:00,2016-05-02,1503960366,47
03:00,2016-05-02,1503960366,49
04:00,2016-05-02,1503960366,47
05:00,2016-05-02,1503960366,47
06:00,2016-05-02,1503960366,47
07:00,2016-05-02,1503960366,51
08:00,2016-05-02,1503960366,68
09:00,2016-05-02,1503960366,142
10:00,2016-05-02,1503960366,82
11:00,2016-05-02,1503960366,78
12:00,2016-05-02,1503960366,153
13:00,2016-05-02,1503960366,107
14:00,2016-05-02,1503960366,75
15:00,2016-05-02,1503960366,76
16:00,2016-05-02,1503960366,88
17:00,2016-05-02,1503960366,73
18:00,2016-05-02,1503960366,68
19:00,2016-05-02,1503960366,73
20:00,2016-05-02,1503960366,231
21:00,2016-05-02,1503960366,119
22:00,2016-05-02,1503960366,106
23:00,2016-05-02,1503960366,80
00:00,2016-05-03,1503960366,54
01:00,2016-05-03,1503960366,58
02:00,2016-05-03,1503960366,49
03:00,2016-05-03,1503960366,57
04:00,2016-05-03,1503960366,47
05:00,2016-05-03,1503960366,47
06:00,2016-05-03,1503960366,50
07:00,2016-05-03,1503960366,51
08:00,2016-05-03,1503960366,64
09:00,2016-05-03,1503960366,114
10:00,2016-05-03,1503960366,99
11:00,2016-05-03,1503960366,74
12:00,2016-05-03,1503960366,81
13:00,2016-05-03,1503960366,83
14:00,2016-05-03,1503960366,88
15:00,2016-05-03,1503960366,136
16:00,2016-05-03,1503960366,103
17:00,2016-05-03,1503960366,89
18:00,2016-05-03,1503960366,191
19:00,2016-05-03,1503960366,58
20:00,2016-05-03,1503960366,50
21:00,2016-05-03,1503960366,109
22:00,2016-05-03,1503960366,163
23:00,2016-05-03,1503960366,77
00:00,2016-05-04,1503960366,79
01:00,2016-05-04,1503960366,53
02:00,2016-05-04,1503960366,47
03:00,2016-05-04,1503960366,47
04:00,2016-05-04,1503960366,47
05:00,2016-05-04,1503960366,47
06:00,2016-05-04,1503960366,47
07:00,2016-05-04,1503960366,47
08:00,2016-05-04,1503960366,53
09:00,2016-05-04,1503960366,125
10:00,2016-05-04,1503960366,87
11:00,2016-05-04,1503960366,65
12:00,2016-05-04,1503960366,75
13:00,2016-05-04,1503960366,76
14:00,2016-05-04,1503960366,152
15:00,2016-05-04,1503960366,65
16:00,2016-05-04,1503960366,64
17:00,2016-05-04,1503960366,71
18:00,2016-05-04,1503960366,145
19:00,2016-05-04,1503960366,78
20:00,2016-05-04,1503960366,124
21:00,2016-05-04,1503960366,110
22:00,2016-05-04,1503960366,63
23:00,2016-05-04,1503960366,52
00:00,2016-05-05,1503960366,56
01:00,2016-05-05,1503960366,58
02:00,2016-05-05,1503960366,52
03:00,2016-05-05,1503960366,47
04:00,2016-05-05,1503960366,53
05:00,2016-05-05,1503960366,47
06:00,2016-05-05,1503960366,49
07:00,2016-05-05,1503960366,51
08:00,2016-05-05,1503960366,61
09:00,2016-05-05,1503960366,131
10:00,2016-05-05,1503960366,78
11:00,2016-05-05,1503960366,59
12:00,2016-05-05,1503960366,75
13:00,2016-05-05,1503960366,110
14:00,2016-05-05,1503960366,75
15:00,2016-05-05,1503960366,72
16:00,2016-05-05,1503960366,102
17:00,2016-05-05,1503960366,154
18:00,2016-05-05,1503960366,95
19:00,2016-05-05,1503960366,82
20:00,2016-05-05,1503960366,79
21:00,2016-05-05,1503960366,219
22:00,2016-05-05,1503960366,95
23:00,2016-05-05,1503960366,60
00:00,2016-05-06,1503960366,68
01:00,2016-05-06,1503960366,51
02:00,2016-05-06,1503960366,57
03:00,2016-05-06,1503960366,47
04:00,2016-05-06,1503960366,48
05:00,2016-05-06,1503960366,47
06:00,2016-05-06,1503960366,48
07:00,2016-05-06,1503960366,51
08:00,2016-05-06,1503960366,63
09:00,2016-05-06,1503960366,134
10:00,2016-05-06,1503960366,85
11:00,2016-05-06,1503960366,65
12:00,2016-05-06,1503960366,72
13:00,2016-05-06,1503960366,66
14:00,2016-05-06,1503960366,83
15:00,2016-05-06,1503960366,104
16:00,2016-05-06,1503960366,78
17:00,2016-05-06,1503960366,73
18:00,2016-05-06,1503960366,127
19:00,2016-05-06,1503960366,172
20:00,2016-05-06,1503960366,73
21:00,2016-05-06,1503960366,83
22:00,2016-05-06,1503960366,78
23:00,2016-05-06,1503960366,124
00:00,2016-05-07,1503960366,65
01:00,2016-05-07,1503960366,48
02:00,2016-05-07,1503960366,50
03:00,2016-05-07,1503960366,47
04:00,2016-05-07,1503960366,48
05:00,2016-05-07,1503960366,47
06:00,2016-05-07,1503960366,47
07:00,2016-05-07,1503960366,47
08:00,2016-05-07,1503960366,61
09:00,2016-05-07,1503960366,59
10:00,2016-05-07,1503960366,133
11:00,2016-05-07,1503960366,164
12:00,2016-05-07,1503960366,62
13:00,2016-05-07,1503960366,55
14:00,2016-05-07,1503960366,64
15:00,2016-05-07,1503960366,65
16:00,2016-05-07,1503960366,68
17:00,2016-05-07,1503960366,64
18:00,2016-05-07,1503960366,71
19:00,2016-05-07,1503960366,91
20:00,2016-05-07,1503960366,59
21:00,2016-05-07,1503960366,140
22:00,2016-05-07,1503960366,209
23:00,2016-05-07,1503960366,55
00:00,2016-05-08,1503960366,62
01:00,2016-05-08,1503960366,48
02:00,2016-05-08,1503960366,47
03:00,2016-05-08,1503960366,47
04:00,2016-05-08,1503960366,48
05:00,2016-05-08,1503960366,47
06:00,2016-05-08,1503960366,48
07:00,2016-05-08,1503960366,47
08:00,2016-05-08,1503960366,47
09:00,2016-05-08,1503960366,47
10:00,2016-05-08,1503960366,47
11:00,2016-05-08,1503960366,47
12:00,2016-05-08,1503960366,85
13:00,2016-05-08,1503960366,65
14:00,2016-05-08,1503960366,98
15:00,2016-05-08,1503960366,68
16:00,2016-05-08,1503960366,58
17:00,2016-05-08,1503960366,69
18:00,2016-05-08,1503960366,261
19:00,2016-05-08,1503960366,107
20:00,2016-05-08,1503960366,88
21:00,2016-05-08,1503960366,101
22:00,2016-05-08,1503960366,92
23:00,2016-05-08,1503960366,66
00:00,2016-05-09,1503960366,60
01:00,2016-05-09,1503960366,47
02:00,2016-05-09,1503960366,47
03:00,2016-05-09,1503960366,47
04:00,2016-05-09,1503960366,47
05:00,2016-05-09,1503960366,49
06:00,2016-05-09,1503960366,81
07:00,2016-05-09,1503960366,63
08:00,2016-05-09,1503960366,58
09:00,2016-05-09,1503960366,58
10:00,2016-05-09,1503960366,69
11:00,2016-05-09,1503960366,74
12:00,2016-05-09,1503960366,79
13:00,2016-05-09,1503960366,52
14:00,2016-05-09,1503960366,51
15:00,2016-05-09,1503960366,53
16:00,2016-05-09,1503960366,176
17:00,2016-05-09,1503960366,125
18:00,2016-05-09,1503960366,90
19:00,2016-05-09,1503960366,115
20:00,2016-05-09,1503960366,117
21:00,2016-05-09,1503960366,168
22:00,2016-05-09,1503960366,47
23:00,2016-05-09,1503960366,47
00:00,2016-05-10,1503960366,47
01:00,2016-05-10,1503960366,58
02:00,2016-05-10,1503960366,47
03:00,2016-05-10,1503960366,47
04:00,2016-05-10,1503960366,47
05:00,2016-05-10,1503960366,47
06:00,2016-05-10,1503960366,47
07:00,2016-05-10,1503960366,53
08:00,2016-05-10,1503960366,67
09:00,2016-05-10,1503960366,118
10:00,2016-05-10,1503960366,76
11:00,2016-05-10,1503960366,102
12:00,2016-05-10,1503960366,63
13:00,2016-05-10,1503960366,73
14:00,2016-05-10,1503960366,66
15:00,2016-05-10,1503960366,101
16:00,2016-05-10,1503960366,83
17:00,2016-05-10,1503960366,88
18:00,2016-05-10,1503960366,160
19:00,2016-05-10,1503960366,127
20:00,2016-05-10,1503960366,164
21:00,2016-05-10,1503960366,77
22:00,2016-05-10,1503960366,50
23:00,2016-05-10,1503960366,53
00:00,2016-05-11,1503960366,72
01:00,2016-05-11,1503960366,54
02:00,2016-05-11,1503960366,54
03:00,2016-05-11,1503960366,49
04:00,2016-05-11,1503960366,47
05:00,2016-05-11,1503960366,47
06:00,2016-05-11,1503960366,47
07:00,2016-05-11,1503960366,53
08:00,2016-05-11,1503960366,78
09:00,2016-05-11,1503960366,144
10:00,2016-05-11,1503960366,89
11:00,2016-05-11,1503960366,75
12:00,2016-05-11,1503960366,63
13:00,2016-05-11,1503960366,101
14:00,2016-05-11,1503960366,130
15:00,2016-05-11,1503960366,72
16:00,2016-05-11,1503960366,70
17:00,2016-05-11,1503960366,67
18:00,2016-05-11,1503960366,208
19:00,2016-05-11,1503960366,90
20:00,2016-05-11,1503960366,114
00:00,2016-04-12,1624580081,55
01:00,2016-04-12,1624580081,51
02:00,2016-04-12,1624580081,50
03:00,2016-04-12,1624580081,51
04:00,2016-04-12,1624580081,50
05:00,2016-04-12,1624580081,50
06:00,2016-04-12,1624580081,50
07:00,2016-04-12,1624580081,50
08:00,2016-04-12,1624580081,51
09:00,2016-04-12,1624580081,74
10:00,2016-04-12,1624580081,141
11:00,2016-04-12,1624580081,56
12:00,2016-04-12,1624580081,57
13:00,2016-04-12,1624580081,54
14:00,2016-04-12,1624580081,55
15:00,2016-04-12,1624580081,52
16:00,2016-04-12,1624580081,54
17:00,2016-04-12,1624580081,63
18:00,2016-04-12,1624580081,62
19:00,2016-04-12,1624580081,77
20:00,2016-04-12,1624580081,60
21:00,2016-04-12,1624580081,50
22:00,2016-04-12,1624580081,50
23:00,2016-04-12,1624580081,70
00:00,2016-04-13,1624580081,58
01:00,2016-04-13,1624580081,51
02:00,2016-04-13,1624580081,50
03:00,2016-04-13,1624580081,50
04:00,2016-04-13,1624580081,50
05:00,2016-04-13,1624580081,50
06:00,2016-04-13,1624580081,50
07:00,2016-04-13,1624580081,50
08:00,2016-04-13,1624580081,51
09:00,2016-04-13,1624580081,90
10:00,2016-04-13,1624580081,112
11:00,2016-04-13,1624580081,68
12:00,2016-04-13,1624580081,59
13:00,2016-04-13,1624580081,50
14:00,2016-04-13,1624580081,55
15:00,2016-04-13,1624580081,50
16:00,2016-04-13,1624580081,59
17:00,2016-04-13,1624580081,56
18:00,2016-04-13,1624580081,79
19:00,2016-04-13,1624580081,52
20:00,2016-04-13,1624580081,54
21:00,2016-04-13,1624580081,66
22:00,2016-04-13,1624580081,50
23:00,2016-04-13,1624580081,52
00:00,2016-04-14,1624580081,51
01:00,2016-04-14,1624580081,50
02:00,2016-04-14,1624580081,51
03:00,2016-04-14,1624580081,50
04:00,2016-04-14,1624580081,50
05:00,2016-04-14,1624580081,50
06:00,2016-04-14,1624580081,50
07:00,2016-04-14,1624580081,51
08:00,2016-04-14,1624580081,95
09:00,2016-04-14,1624580081,118
