ActivityHour,ActivityDay,Id,StepTotal
05:00,2016-04-17,1503960366,0
06:00,2016-04-17,1503960366,0
07:00,2016-04-17,1503960366,0
08:00,2016-04-17,1503960366,0
09:00,2016-04-17,1503960366,0
10:00,2016-04-17,1503960366,0
11:00,2016-04-17,1503960366,84
12:00,2016-04-17,1503960366,260
13:00,2016-04-17,1503960366,402
14:00,2016-04-17,1503960366,252
15:00,2016-04-17,1503960366,191
16:00,2016-04-17,1503960366,13
17:00,2016-04-17,1503960366,2613
18:00,2016-04-17,1503960366,1616
19:00,2016-04-17,1503960366,754
20:00,2016-04-17,1503960366,2955
21:00,2016-04-17,1503960366,487
22:00,2016-04-17,1503960366,70
23:00,2016-04-17,1503960366,0
00:00,2016-04-18,1503960366,416
01:00,2016-04-18,1503960366,0
02:00,2016-04-18,1503960366,0
03:00,2016-04-18,1503960366,0
04:00,2016-04-18,1503960366,0
05:00,2016-04-18,1503960366,0
06:00,2016-04-18,1503960366,0
07:00,2016-04-18,1503960366,0
08:00,2016-04-18,1503960366,0
09:00,2016-04-18,1503960366,1688
10:00,2016-04-18,1503960366,380
11:00,2016-04-18,1503960366,328
12:00,2016-04-18,1503960366,1306
13:00,2016-04-18,1503960366,268
14:00,2016-04-18,1503960366,137
15:00,2016-04-18,1503960366,495
16:00,2016-04-18,1503960366,277
17:00,2016-04-18,1503960366,304
18:00,2016-04-18,1503960366,4074
19:00,2016-04-18,1503960366,2101
20:00,2016-04-18,1503960366,28
21:00,2016-04-18,1503960366,187
22:00,2016-04-18,1503960366,542
23:00,2016-04-18,1503960366,488
00:00,2016-04-19,1503960366,0
01:00,2016-04-19,1503960366,22
02:00,2016-04-19,1503960366,0
03:00,2016-04-19,1503960366,9
04:00,2016-04-19,1503960366,0
05:00,2016-04-19,1503960366,0
06:00,2016-04-19,1503960366,7
07:00,2016-04-19,1503960366,316
08:00,2016-04-19,1503960366,1656
09:00,2016-04-19,1503960366,367
10:00,2016-04-19,1503960366,203
11:00,2016-04-19,1503960366,194
12:00,2016-04-19,1503960366,1887
13:00,2016-04-19,1503960366,2697
14:00,2016-04-19,1503960366,409
15:00,2016-04-19,1503960366,299
16:00,2016-04-19,1503960366,297
17:00,2016-04-19,1503960366,732
18:00,2016-04-19,1503960366,1280
19:00,2016-04-19,1503960366,397
20:00,2016-04-19,1503960366,2487
21:00,2016-04-19,1503960366,826
22:00,2016-04-19,1503960366,52
23:00,2016-04-19,1503960366,1369
00:00,2016-04-20,1503960366,16
01:00,2016-04-20,1503960366,36
02:00,2016-04-20,1503960366,0
03:00,2016-04-20,1503960366,0
04:00,2016-04-20,1503960366,0
05:00,2016-04-20,1503960366,0
06:00,2016-04-20,1503960366,0
07:00,2016-04-20,1503960366,29
08:00,2016-04-20,1503960366,264
09:00,2016-04-20,1503960366,1993
10:00,2016-04-20,1503960366,459
11:00,2016-04-20,1503960366,65
12:00,2016-04-20,1503960366,185
13:00,2016-04-20,1503960366,64
14:00,2016-04-20,1503960366,1270
15:00,2016-04-20,1503960366,797
16:00,2016-04-20,1503960366,261
17:00,2016-04-20,1503960366,13
18:00,2016-04-20,1503960366,1308
19:00,2016-04-20,1503960366,1558
20:00,2016-04-20,1503960366,499
21:00,2016-04-20,1503960366,395
22:00,2016-04-20,1503960366,77
23:00,2016-04-20,1503960366,1255
00:00,2016-04-21,1503960366,17
01:00,2016-04-21,1503960366,129
02:00,2016-04-21,1503960366,81
03:00,2016-04-21,1503960366,0
04:00,2016-04-21,1503960366,0
05:00,2016-04-21,1503960366,0
06:00,2016-04-21,1503960366,0
07:00,2016-04-21,1503960366,38
08:00,2016-04-21,1503960366,245
09:00,2016-04-21,1503960366,1672
10:00,2016-04-21,1503960366,255
11:00,2016-04-21,1503960366,0
12:00,2016-04-21,1503960366,384
13:00,2016-04-21,1503960366,1140
14:00,2016-04-21,1503960366,12
15:00,2016-04-21,1503960366,213
16:00,2016-04-21,1503960366,26
17:00,2016-04-21,1503960366,96
18:00,2016-04-21,1503960366,213
19:00,2016-04-21,1503960366,100
20:00,2016-04-21,1503960366,3541
21:00,2016-04-21,1503960366,970
22:00,2016-04-21,1503960366,89
23:00,2016-04-21,1503960366,598
00:00,2016-04-22,1503960366,0
01:00,2016-04-22,1503960366,0
02:00,2016-04-22,1503960366,0
03:00,2016-04-22,1503960366,0
04:00,2016-04-22,1503960366,0
05:00,2016-04-22,1503960366,0
06:00,2016-04-22,1503960366,0
07:00,2016-04-22,1503960366,0
08:00,2016-04-22,1503960366,0
09:00,2016-04-22,1503960366,192
10:00,2016-04-22,1503960366,29
11:00,2016-04-22,1503960366,958
12:00,2016-04-22,1503960366,38
13:00,2016-04-22,1503960366,118
14:00,2016-04-22,1503960366,0
15:00,2016-04-22,1503960366,180
16:00,2016-04-22,1503960366,22
17:00,2016-04-22,1503960366,1041
18:00,2016-04-22,1503960366,514
19:00,2016-04-22,1503960366,629
20:00,2016-04-22,1503960366,329
21:00,2016-04-22,1503960366,5934
22:00,2016-04-22,1503960366,855
23:00,2016-04-22,1503960366,1925
00:00,2016-04-23,1503960366,182
01:00,2016-04-23,1503960366,0
02:00,2016-04-23,1503960366,11
03:00,2016-04-23,1503960366,0
04:00,2016-04-23,1503960366,0
05:00,2016-04-23,1503960366,0
06:00,2016-04-23,1503960366,12
07:00,2016-04-23,1503960366,0
08:00,2016-04-23,1503960366,127
09:00,2016-04-23,1503960366,285
10:00,2016-04-23,1503960366,49
11:00,2016-04-23,1503960366,703
12:00,2016-04-23,1503960366,1597
13:00,2016-04-23,1503960366,1453
14:00,2016-04-23,1503960366,202
15:00,2016-04-23,1503960366,158
16:00,2016-04-23,1503960366,2008
17:00,2016-04-23,1503960366,1472
18:00,2016-04-23,1503960366,2569
19:00,2016-04-23,1503960366,29
20:00,2016-04-23,1503960366,142
21:00,2016-04-23,1503960366,2432
22:00,2016-04-23,1503960366,709
23:00,2016-04-23,1503960366,231
00:00,2016-04-24,1503960366,141
01:00,2016-04-24,1503960366,42
02:00,2016-04-24,1503960366,0
03:00,2016-04-24,1503960366,0
04:00,2016-04-24,1503960366,8
05:00,2016-04-24,1503960366,0
06:00,2016-04-24,1503960366,7
07:00,2016-04-24,1503960366,0
08:00,2016-04-24,1503960366,8
09:00,2016-04-24,1503960366,76
10:00,2016-04-24,1503960366,492
11:00,2016-04-24,1503960366,149
12:00,2016-04-24,1503960366,548
13:00,2016-04-24,1503960366,394
14:00,2016-04-24,1503960366,26
15:00,2016-04-24,1503960366,27
16:00,2016-04-24,1503960366,885
17:00,2016-04-24,1503960366,411
18:00,2016-04-24,1503960366,911
19:00,2016-04-24,1503960366,4871
20:00,2016-04-24,1503960366,342
21:00,2016-04-24,1503960366,244
22:00,2016-04-24,1503960366,66
23:00,2016-04-24,1503960366,391
00:00,2016-04-25,1503960366,95
01:00,2016-04-25,1503960366,22
02:00,2016-04-25,1503960366,97
03:00,2016-04-25,1503960366,0
04:00,2016-04-25,1503960366,25
05:00,2016-04-25,1503960366,4
06:00,2016-04-25,1503960366,0
07:00,2016-04-25,1503960366,44
08:00,2016-04-25,1503960366,426
09:00,2016-04-25,1503960366,2041
10:00,2016-04-25,1503960366,258
11:00,2016-04-25,1503960366,1468
12:00,2016-04-25,1503960366,707
13:00,2016-04-25,1503960366,299
14:00,2016-04-25,1503960366,94
15:00,2016-04-25,1503960366,359
16:00,2016-04-25,1503960366,263
17:00,2016-04-25,1503960366,188
18:00,2016-04-25,1503960366,116
19:00,2016-04-25,1503960366,2815
20:00,2016-04-25,1503960366,895
21:00,2016-04-25,1503960366,4895
22:00,2016-04-25,1503960366,188
23:00,2016-04-25,1503960366,56
00:00,2016-04-26,1503960366,101
01:00,2016-04-26,1503960366,178
02:00,2016-04-26,1503960366,0
03:00,2016-04-26,1503960366,145
04:00,2016-04-26,1503960366,0
05:00,2016-04-26,1503960366,7
06:00,2016-04-26,1503960366,0
07:00,2016-04-26,1503960366,28
08:00,2016-04-26,1503960366,173
09:00,2016-04-26,1503960366,1826
10:00,2016-04-26,1503960366,666
11:00,2016-04-26,1503960366,266
12:00,2016-04-26,1503960366,415
13:00,2016-04-26,1503960366,1571
14:00,2016-04-26,1503960366,1998
15:00,2016-04-26,1503960366,323
16:00,2016-04-26,1503960366,697
17:00,2016-04-26,1503960366,143
18:00,2016-04-26,1503960366,2513
19:00,2016-04-26,1503960366,148
20:00,2016-04-26,1503960366,1649
21:00,2016-04-26,1503960366,450
22:00,2016-04-26,1503960366,148
23:00,2016-04-26,1503960366,310
00:00,2016-04-27,1503960366,277
01:00,2016-04-27,1503960366,60
02:00,2016-04-27,1503960366,17
03:00,2016-04-27,1503960366,0
04:00,2016-04-27,1503960366,0
05:00,2016-04-27,1503960366,0
06:00,2016-04-27,1503960366,0
07:00,2016-04-27,1503960366,0
08:00,2016-04-27,1503960366,0
09:00,2016-04-27,1503960366,1916
10:00,2016-04-27,1503960366,502
11:00,2016-04-27,1503960366,797
12:00,2016-04-27,1503960366,701
13:00,2016-04-27,1503960366,319
14:00,2016-04-27,1503960366,1932
15:00,2016-04-27,1503960366,59
16:00,2016-04-27,1503960366,98
17:00,2016-04-27,1503960366,261
18:00,2016-04-27,1503960366,2714
19:00,2016-04-27,1503960366,5786
20:00,2016-04-27,1503960366,2420
21:00,2016-04-27,1503960366,266
22:00,2016-04-27,1503960366,0
23:00,2016-04-27,1503960366,0
00:00,2016-04-28,1503960366,0
01:00,2016-04-28,1503960366,127
02:00,2016-04-28,1503960366,0
03:00,2016-04-28,1503960366,0
04:00,2016-04-28,1503960366,0
05:00,2016-04-28,1503960366,0
06:00,2016-04-28,1503960366,0
07:00,2016-04-28,1503960366,14
08:00,2016-04-28,1503960366,128
09:00,2016-04-28,1503960366,1192
10:00,2016-04-28,1503960366,987
11:00,2016-04-28,1503960366,288
12:00,2016-04-28,1503960366,317
13:00,2016-04-28,1503960366,1144
14:00,2016-04-28,1503960366,1512
15:00,2016-04-28,1503960366,115
16:00,2016-04-28,1503960366,554
17:00,2016-04-28,1503960366,235
18:00,2016-04-28,1503960366,1829
19:00,2016-04-28,1503960366,13
20:00,2016-04-28,1503960366,2122
21:00,2016-04-28,1503960366,986
22:00,2016-04-28,1503960366,16
23:00,2016-04-28,1503960366,1512
00:00,2016-04-29,1503960366,202
01:00,2016-04-29,1503960366,0
02:00,2016-04-29,1503960366,71
03:00,2016-04-29,1503960366,0
04:00,2016-04-29,1503960366,0
05:00,2016-04-29,1503960366,0
06:00,2016-04-29,1503960366,0
07:00,2016-04-29,1503960366,27
08:00,2016-04-29,1503960366,201
09:00,2016-04-29,1503960366,1820
10:00,2016-04-29,1503960366,44
11:00,2016-04-29,1503960366,104
12:00,2016-04-29,1503960366,214
13:00,2016-04-29,1503960366,41
14:00,2016-04-29,1503960366,1711
15:00,2016-04-29,1503960366,1076
16:00,2016-04-29,1503960366,285
17:00,2016-04-29,1503960366,380
18:00,2016-04-29,1503960366,118
19:00,2016-04-29,1503960366,267
20:00,2016-04-29,1503960366,386
21:00,2016-04-29,1503960366,1366
22:00,2016-04-29,1503960366,1111
23:00,2016-04-29,1503960366,1757
00:00,2016-04-30,1503960366,19
01:00,2016-04-30,1503960366,65
02:00,2016-04-30,1503960366,0
03:00,2016-04-30,1503960366,6
04:00,2016-04-30,1503960366,0
05:00,2016-04-30,1503960366,0
06:00,2016-04-30,1503960366,0
07:00,2016-04-30,1503960366,0
08:00,2016-04-30,1503960366,60
09:00,2016-04-30,1503960366,148
10:00,2016-04-30,1503960366,239
11:00,2016-04-30,1503960366,127
12:00,2016-04-30,1503960366,92
13:00,2016-04-30,1503960366,141
14:00,2016-04-30,1503960366,520
15:00,2016-04-30,1503960366,993
16:00,2016-04-30,1503960366,3388
17:00,2016-04-30,1503960366,2176
18:00,2016-04-30,1503960366,2319
19:00,2016-04-30,1503960366,92
20:00,2016-04-30,1503960366,117
21:00,2016-04-30,1503960366,840
22:00,2016-04-30,1503960366,2139
23:00,2016-04-30,1503960366,1192
00:00,2016-05-01,1503960366,247
01:00,2016-05-01,1503960366,59
02:00,2016-05-01,1503960366,36
03:00,2016-05-01,1503960366,4
04:00,2016-05-01,1503960366,0
05:00,2016-05-01,1503960366,0
06:00,2016-05-01,1503960366,0
07:00,2016-05-01,1503960366,41
08:00,2016-05-01,1503960366,94
09:00,2016-05-01,1503960366,198
10:00,2016-05-01,1503960366,146
11:00,2016-05-01,1503960366,103
12:00,2016-05-01,1503960366,130
13:00,2016-05-01,1503960366,85
14:00,2016-05-01,1503960366,540
15:00,2016-05-01,1503960366,294
16:00,2016-05-01,1503960366,823
17:00,2016-05-01,1503960366,1053
18:00,2016-05-01,1503960366,2007
19:00,2016-05-01,1503960366,177
20:00,2016-05-01,1503960366,93
21:00,2016-05-01,1503960366,363
22:00,2016-05-01,1503960366,1552
23:00,2016-05-01,1503960366,2557
00:00,2016-05-02,1503960366,0
01:00,2016-05-02,1503960366,119
02:00,2016-05-02,1503960366,0
03:00,2016-05-02,1503960366,21
04:00,2016-05-02,1503960366,0
05:00,2016-05-02,1503960366,0
06:00,2016-05-02,1503960366,0
07:00,2016-05-02,1503960366,28
08:00,2016-05-02,1503960366,245
09:00,2016-05-02,1503960366,1690
10:00,2016-05-02,1503960366,369
11:00,2016-05-02,1503960366,384
12:00,2016-05-02,1503960366,2116
13:00,2016-05-02,1503960366,1064
14:00,2016-05-02,1503960366,355
15:00,2016-05-02,1503960366,418
16:00,2016-05-02,1503960366,420
17:00,2016-05-02,1503960366,340
18:00,2016-05-02,1503960366,227
19:00,2016-05-02,1503960366,235
20:00,2016-05-02,1503960366,3903
21:00,2016-05-02,1503960366,1427
22:00,2016-05-02,1503960366,945
23:00,2016-05-02,1503960366,404
00:00,2016-05-03,1503960366,55
01:00,2016-05-03,1503960366,79
02:00,2016-05-03,1503960366,20
03:00,2016-05-03,1503960366,110
04:00,2016-05-03,1503960366,0
05:00,2016-05-03,1503960366,0
06:00,2016-05-03,1503960366,16
07:00,2016-05-03,1503960366,23
08:00,2016-05-03,1503960366,158
09:00,2016-05-03,1503960366,1391
10:00,2016-05-03,1503960366,955
11:00,2016-05-03,1503960366,297
12:00,2016-05-03,1503960366,396
13:00,2016-05-03,1503960366,309
14:00,2016-05-03,1503960366,384
15:00,2016-05-03,1503960366,1719
16:00,2016-05-03,1503960366,870
17:00,2016-05-03,1503960366,690
18:00,2016-05-03,1503960366,3119
19:00,2016-05-03,1503960366,140
20:00,2016-05-03,1503960366,6
21:00,2016-05-03,1503960366,1333
22:00,2016-05-03,1503960366,2549
23:00,2016-05-03,1503960366,484
00:00,2016-05-04,1503960366,400
01:00,2016-05-04,1503960366,18
02:00,2016-05-04,1503960366,0
03:00,2016-05-04,1503960366,0
04:00,2016-05-04,1503960366,0
05:00,2016-05-04,1503960366,0
06:00,2016-05-04,1503960366,0
07:00,2016-05-04,1503960366,0
08:00,2016-05-04,1503960366,68
09:00,2016-05-04,1503960366,1470
10:00,2016-05-04,1503960366,598
11:00,2016-05-04,1503960366,194
12:00,2016-05-04,1503960366,366
13:00,2016-05-04,1503960366,318
14:00,2016-05-04,1503960366,2284
15:00,2016-05-04,1503960366,138
16:00,2016-05-04,1503960366,144
17:00,2016-05-04,1503960366,341
18:00,2016-05-04,1503960366,2041
19:00,2016-05-04,1503960366,205
20:00,2016-05-04,1503960366,1316
21:00,2016-05-04,1503960366,1106
22:00,2016-05-04,1503960366,93
23:00,2016-05-04,1503960366,0
00:00,2016-05-05,1503960366,70
01:00,2016-05-05,1503960366,113
02:00,2016-05-05,1503960366,19
03:00,2016-05-05,1503960366,0
04:00,2016-05-05,1503960366,44
05:00,2016-05-05,1503960366,0
06:00,2016-05-05,1503960366,8
07:00,2016-05-05,1503960366,23
08:00,2016-05-05,1503960366,107
09:00,2016-05-05,1503960366,1615
10:00,2016-05-05,1503960366,360
11:00,2016-05-05,1503960366,28
12:00,2016-05-05,1503960366,318
13:00,2016-05-05,1503960366,1231
14:00,2016-05-05,1503960366,375
15:00,2016-05-05,1503960366,187
16:00,2016-05-05,1503960366,989
17:00,2016-05-05,1503960366,2217
18:00,2016-05-05,1503960366,715
19:00,2016-05-05,1503960366,348
20:00,2016-05-05,1503960366,283
21:00,2016-05-05,1503960366,3897
22:00,2016-05-05,1503960366,900
23:00,2016-05-05,1503960366,200
00:00,2016-05-06,1503960366,186
01:00,2016-05-06,1503960366,4
02:00,2016-05-06,1503960366,88
03:00,2016-05-06,1503960366,0
04:00,2016-05-06,1503960366,19
05:00,2016-05-06,1503960366,0
06:00,2016-05-06,1503960366,0
07:00,2016-05-06,1503960366,23
08:00,2016-05-06,1503960366,146
09:00,2016-05-06,1503960366,1683
10:00,2016-05-06,1503960366,504
11:00,2016-05-06,1503960366,234
12:00,2016-05-06,1503960366,261
13:00,2016-05-06,1503960366,175
14:00,2016-05-06,1503960366,535
15:00,2016-05-06,1503960366,900
16:00,2016-05-06,1503960366,335
17:00,2016-05-06,1503960366,279
18:00,2016-05-06,1503960366,1532
19:00,2016-05-06,1503960366,2500
20:00,2016-05-06,1503960366,255
21:00,2016-05-06,1503960366,514
22:00,2016-05-06,1503960366,375
23:00,2016-05-06,1503960366,1611
00:00,2016-05-07,1503960366,168
01:00,2016-05-07,1503960366,0
02:00,2016-05-07,1503960366,19
03:00,2016-05-07,1503960366,0
04:00,2016-05-07,1503960366,0
05:00,2016-05-07,1503960366,0
06:00,2016-05-07,1503960366,0
07:00,2016-05-07,1503960366,0
08:00,2016-05-07,1503960366,132
09:00,2016-05-07,1503960366,115
10:00,2016-05-07,1503960366,1291
11:00,2016-05-07,1503960366,2352
12:00,2016-05-07,1503960366,129
13:00,2016-05-07,1503960366,77
14:00,2016-05-07,1503960366,125
15:00,2016-05-07,1503960366,318
16:00,2016-05-07,1503960366,259
17:00,2016-05-07,1503960366,173
18:00,2016-05-07,1503960366,253
19:00,2016-05-07,1503960366,652
20:00,2016-05-07,1503960366,102
21:00,2016-05-07,1503960366,2073
22:00,2016-05-07,1503960366,3696
23:00,2016-05-07,1503960366,58
00:00,2016-05-08,1503960366,147
01:00,2016-05-08,1503960366,0
02:00,2016-05-08,1503960366,0
03:00,2016-05-08,1503960366,0
04:00,2016-05-08,1503960366,6
05:00,2016-05-08,1503960366,0
06:00,2016-05-08,1503960366,7
07:00,2016-05-08,1503960366,0
08:00,2016-05-08,1503960366,0
09:00,2016-05-08,1503960366,0
10:00,2016-05-08,1503960366,0
11:00,2016-05-08,1503960366,0
12:00,2016-05-08,1503960366,511
13:00,2016-05-08,1503960366,227
14:00,2016-05-08,1503960366,660
15:00,2016-05-08,1503960366,341
16:00,2016-05-08,1503960366,100
17:00,2016-05-08,1503960366,240
18:00,2016-05-08,1503960366,4472
19:00,2016-05-08,1503960366,1069
20:00,2016-05-08,1503960366,793
21:00,2016-05-08,1503960366,663
22:00,2016-05-08,1503960366,553
23:00,2016-05-08,1503960366,271
00:00,2016-05-09,1503960366,135
01:00,2016-05-09,1503960366,0
02:00,2016-05-09,1503960366,0
03:00,2016-05-09,1503960366,0
04:00,2016-05-09,1503960366,0
05:00,2016-05-09,1503960366,14
06:00,2016-05-09,1503960366,408
07:00,2016-05-09,1503960366,214
08:00,2016-05-09,1503960366,109
09:00,2016-05-09,1503960366,160
10:00,2016-05-09,1503960366,322
11:00,2016-05-09,1503960366,477
12:00,2016-05-09,1503960366,507
13:00,2016-05-09,1503960366,7
14:00,2016-05-09,1503960366,0
15:00,2016-05-09,1503960366,22
16:00,2016-05-09,1503960366,2692
17:00,2016-05-09,1503960366,1260
18:00,2016-05-09,1503960366,624
19:00,2016-05-09,1503960366,1062
20:00,2016-05-09,1503960366,1325
21:00,2016-05-09,1503960366,2684
22:00,2016-05-09,1503960366,0
23:00,2016-05-09,1503960366,0
00:00,2016-05-10,1503960366,0
01:00,2016-05-10,1503960366,92
02:00,2016-05-10,1503960366,0
03:00,2016-05-10,1503960366,0
04:00,2016-05-10,1503960366,0
05:00,2016-05-10,1503960366,0
06:00,2016-05-10,1503960366,0
07:00,2016-05-10,1503960366,47
08:00,2016-05-10,1503960366,227
09:00,2016-05-10,1503960366,1461
10:00,2016-05-10,1503960366,258
11:00,2016-05-10,1503960366,988
12:00,2016-05-10,1503960366,74
13:00,2016-05-10,1503960366,234
14:00,2016-05-10,1503960366,159
15:00,2016-05-10,1503960366,1038
16:00,2016-05-10,1503960366,312
17:00,2016-05-10,1503960366,645
18:00,2016-05-10,1503960366,2494
19:00,2016-05-10,1503960366,1418
20:00,2016-05-10,1503960366,2480
21:00,2016-05-10,1503960366,251
22:00,2016-05-10,1503960366,0
23:00,2016-05-10,1503960366,29
00:00,2016-05-11,1503960366,266
01:00,2016-05-11,1503960366,45
02:00,2016-05-11,1503960366,73
03:00,2016-05-11,1503960366,10
04:00,2016-05-11,1503960366,0
05:00,2016-05-11,1503960366,0
06:00,2016-05-11,1503960366,0
07:00,2016-05-11,1503960366,47
08:00,2016-05-11,1503960366,312
09:00,2016-05-11,1503960366,1914
10:00,2016-05-11,1503960366,644
11:00,2016-05-11,1503960366,259
12:00,2016-05-11,1503960366,116
13:00,2016-05-11,1503960366,811
14:00,2016-05-11,1503960366,1560
15:00,2016-05-11,1503960366,348
16:00,2016-05-11,1503960366,289
17:00,2016-05-11,1503960366,245
18:00,2016-05-11,1503960366,3449
19:00,2016-05-11,1503960366,293
20:00,2016-05-11,1503960366,1209
00:00,2016-04-12,1624580081,31
01:00,2016-04-12,1624580081,0
02:00,2016-04-12,1624580081,0
03:00,2016-04-12,1624580081,7
04:00,2016-04-12,1624580081,0
05:00,2016-04-12,1624580081,0
06:00,2016-04-12,1624580081,0
07:00,2016-04-12,1624580081,0
08:00,2016-04-12,1624580081,0
09:00,2016-04-12,1624580081,1085
10:00,2016-04-12,1624580081,5375
11:00,2016-04-12,1624580081,129
12:00,2016-04-12,1624580081,81
13:00,2016-04-12,1624580081,67
14:00,2016-04-12,1624580081,43
15:00,2016-04-12,1624580081,0
16:00,2016-04-12,1624580081,79
17:00,2016-04-12,1624580081,235
18:00,2016-04-12,1624580081,257
19:00,2016-04-12,1624580081,501
20:00,2016-04-12,1624580081,99
21:00,2016-04-12,1624580081,0
22:00,2016-04-12,1624580081,0
23:00,2016-04-12,1624580081,174
00:00,2016-04-13,1624580081,75
01:00,2016-04-13,1624580081,0
02:00,2016-04-13,1624580081,0
03:00,2016-04-13,1624580081,0
04:00,2016-04-13,1624580081,0
05:00,2016-04-13,1624580081,0
06:00,2016-04-13,1624580081,0
07:00,2016-04-13,1624580081,0
08:00,2016-04-13,1624580081,0
09:00,2016-04-13,1624580081,1663
10:00,2016-04-13,1624580081,3685
11:00,2016-04-13,1624580081,608
12:00,2016-04-13,1624580081,80
13:00,2016-04-13,1624580081,0
14:00,2016-04-13,1624580081,36
15:00,2016-04-13,1624580081,0
16:00,2016-04-13,1624580081,126
17:00,2016-04-13,1624580081,39
18:00,2016-04-13,1624580081,491
19:00,2016-04-13,1624580081,7
20:00,2016-04-13,1624580081,14
21:00,2016-04-13,1624580081,183
22:00,2016-04-13,1624580081,0
23:00,2016-04-13,1624580081,0
00:00,2016-04-14,1624580081,0
01:00,2016-04-14,1624580081,0
